18219 19610
4250 17500 37.78
4250 17842 34.43
4251 4619 34.94
4251 6044 -13.38
4251 7560 -39.24
4251 9813 5.18
4251 10207 -33.96
4251 11094 -47.56
4251 14052 -14.19
4251 14476 -25.53
4251 17296 -41.41
4251 17542 9.96
4251 19141 -9.54
4252 869 28.26
4252 3629 -45.29
4252 3791 35.37
4252 4250 14.81
4252 5805 5.09
4252 9226 38.00
4252 12595 43.36
4252 14803 -11.36
4252 15324 37.15
4252 16524 26.27
4252 16917 17.19
4252 18363 19.78
4252 18460 31.63
4253 3459 35.13
4253 3545 -39.55
4253 4815 -39.01
4253 15582 -19.49
4253 16880 22.12
4253 18812 -23.53
4253 19496 -22.14
4254 3318 20.51
4254 5178 -11.91
4254 6852 10.05
4254 7795 -33.76
4254 8462 -14.45
4254 9796 -9.84
4254 10302 -28.83
4254 15923 1.34
4254 17799 -7.78
4254 18357 7.49
4254 18549 31.37
4254 18577 33.39
4255 2152 -20.54
4255 4158 12.67
4255 4170 43.83
4255 5003 -7.25
4255 7182 1.75
4255 8176 -41.19
4255 9193 11.93
4255 9781 29.65
4255 10300 7.13
4255 12706 -27.56
4255 14392 26.33
4255 18867 44.34
4256 262 -46.81
4256 1820 -3.49
4256 3655 26.24
4256 3715 -27.45
4256 7651 -15.31
4256 10549 38.21
4256 11783 -39.84
4256 15537 -35.90
4256 17390 2.43
4257 1629 5.28
4257 2760 -18.29
4257 5242 45.46
4257 6734 -21.89
4257 11537 48.56
4257 14682 7.49
4257 14933 -43.14
4257 15312 26.95
4257 15401 -3.93
4257 15532 21.08
4257 15591 6.30
4257 15897 36.91
4257 18202 -21.30
4258 1691 -28.92
4258 2136 28.47
4258 2176 24.36
4258 6639 41.37
4258 7684 27.81
4258 13793 -2.60
4258 14846 -36.83
4259 2150 40.69
4259 5293 -21.99
4259 6149 45.28
4259 7945 38.77
4259 11827 1.93
4259 12786 -3.43
4259 13204 48.65
4259 13740 -47.42
4259 14227 -1.81
4259 16176 19.15
4259 17195 -41.62
4260 681 38.02
4260 917 -30.33
4260 2009 -10.42
4260 15357 -15.78
4260 15716 -37.07
4260 16461 36.66
4260 16775 -1.80
4261 1760 13.64
4261 4715 38.27
4261 8537 -12.54
4261 8906 -2.99
4261 15448 45.18
4261 17050 -45.33
4262 132 47.43
4262 1467 34.69
4262 3866 35.51
4262 7112 23.91
4262 7399 -22.57
4262 10405 -34.02
4262 12474 -3.95
4262 12568 19.42
4262 13855 34.50
4262 14409 14.02
4262 15317 -17.55
4262 16820 -28.69
4263 2378 -49.89
4263 3859 22.35
4263 6774 -48.58
4263 7264 21.06
4263 8328 0.41
4263 9023 37.51
4263 11877 -30.02
4263 12365 -46.22
4263 17988 -40.43
4264 3006 -20.33
4264 4354 16.01
4264 6426 18.05
4264 7966 38.43
4264 10824 16.31
4264 13071 23.74
4264 14527 -31.20
4264 17552 -8.33
4264 19052 -22.24
4265 2873 38.96
4265 4997 17.32
4265 7889 8.86
4265 8788 -38.26
4265 12317 14.62
4265 13008 -23.51
4265 14923 -49.71
4265 14934 48.54
4265 16170 -42.24
4265 16325 -47.23
4265 17017 21.77
4265 18454 8.42
4265 19361 -2.86
4265 19369 23.12
4266 1551 22.67
4266 1992 -28.25
4266 2464 24.87
4266 3478 11.61
4266 5610 9.52
4266 8713 32.24
4266 11033 -15.45
4266 15534 -10.11
4266 16221 -39.40
4266 19022 26.18
4266 19061 -44.55
4267 294 41.14
4267 4870 -6.01
4267 6743 -27.38
4267 7138 32.53
4267 9751 -32.27
4267 18071 3.58
4267 18523 -6.40
4267 18808 -39.45
4268 1758 -15.56
4268 3759 21.90
4268 7564 45.82
4268 7817 -35.61
4268 8873 -33.94
4268 10707 -23.91
4268 12145 16.50
4268 12749 -14.16
4268 13505 15.10
4268 14125 1.54
4268 14637 -47.27
4268 19505 37.13
4269 1240 -32.51
4269 8273 26.68
4269 9737 40.21
4269 10071 -2.22
4269 10961 -29.59
4269 13993 -17.83
4269 14558 40.88
4269 17825 -23.81
4270 1101 31.10
4270 1575 -31.18
4270 13847 -1.97
4271 1049 31.70
4271 1515 46.57
4271 3009 -33.23
4271 3028 -36.72
4271 3619 32.83
4271 5254 -5.84
4271 5524 6.55
4271 6928 -14.43
4271 7198 -38.54
4271 11037 12.87
4271 11314 -35.87
4271 13293 28.27
4271 18559 -42.25
4272 4349 -11.49
4272 8079 -21.04
4272 11046 -21.51
4272 12151 32.51
4272 13192 5.98
4272 14693 -7.54
4272 18088 12.78
4273 3792 -22.95
4273 5756 36.77
4273 7279 10.97
4273 10453 -34.75
4273 11981 -45.95
4273 14464 -24.74
4273 18315 -5.49
4273 19375 8.11
4274 882 38.48
4274 2087 24.57
4274 4123 30.35
4274 4138 -1.78
4274 4542 44.58
4274 8926 47.79
4274 9708 -23.98
4274 10096 -3.54
4274 10252 35.44
4274 11145 23.79
4274 12102 32.53
4274 14755 15.38
4274 17862 -31.52
4275 1816 -45.31
4275 4608 43.53
4275 6629 22.96
4275 9108 1.41
4275 12178 -24.56
4275 12930 25.11
4275 16741 44.23
4275 19452 -33.95
4276 97 -33.16
4276 932 -21.09
4276 971 -26.15
4276 2652 36.23
4276 3204 -34.90
4276 4862 -35.95
4276 5806 -13.79
4276 6311 -11.59
4276 7147 25.72
4276 9725 -25.13
4276 10443 44.56
4276 10472 6.63
4276 11735 17.90
4276 13565 -39.29
4277 1588 -3.99
4277 2315 -0.73
4277 4095 40.39
4277 11196 -40.26
4277 15021 -47.30
4277 16740 -31.07
4277 19106 24.25
4277 19135 -27.10
4278 5098 -13.19
4278 9424 42.25
4278 12897 -40.06
4278 13040 29.93
4278 14410 47.74
4278 18104 -25.32
4278 18965 48.01
4279 2148 14.77
4279 2503 -7.03
4279 2771 23.84
4279 3654 14.67
4279 5530 32.53
4279 8999 10.81
4279 11122 38.97
4279 14590 -25.57
4279 18367 -8.51
4279 19375 -41.12
4280 4145 -36.67
4280 4181 -48.75
4280 6554 -45.62
4280 9543 35.73
4280 10051 17.45
4280 12109 -48.62
4280 13670 -12.57
4280 14064 -43.93
4280 17048 14.77
4280 17796 13.20
4280 17827 -24.71
4281 2838 -35.42
4281 6290 -3.33
4281 6918 11.98
4281 7339 -23.27
4281 9283 -14.73
4281 11772 22.34
4281 13149 16.78
4282 2740 1.65
4282 2889 -7.76
4282 8047 22.66
4282 10641 18.99
4282 11095 25.70
4282 11334 -37.68
4282 12290 -18.67
4282 12427 -18.58
4282 12979 39.87
4282 16038 49.95
4282 19591 31.10
4283 1175 1.81
4283 2573 25.14
4283 2674 6.30
4283 2784 18.47
4283 3340 12.44
4283 3406 43.52
4283 3661 -13.22
4283 4794 30.61
4283 7374 41.30
4283 7377 47.63
4283 11710 48.81
4283 13460 43.84
4283 14975 12.59
4283 15300 43.45
4283 15525 -40.77
4283 18833 -42.78
4284 2374 41.72
4284 4718 11.83
4284 5966 20.22
4284 6010 15.27
4284 9305 -49.13
4284 11125 25.27
4284 11478 -10.28
4284 16906 4.37
4284 17758 8.39
4284 19488 19.72
4285 1889 -38.13
4285 2460 2.01
4285 5667 -40.38
4285 7352 6.56
4285 16937 -48.31
4285 17537 33.54
4285 19020 20.97
4285 19230 -29.18
4286 2312 -33.68
4286 3754 27.55
4286 8747 15.10
4286 9407 -28.41
4286 10813 35.81
4286 11890 27.35
4286 12085 18.77
4286 14402 17.27
4286 16791 1.58
4287 2755 43.86
4287 4862 -8.95
4287 5875 38.51
4287 7471 -13.16
4287 7978 -34.83
4287 8400 24.18
4287 8402 41.89
4287 9334 -29.08
4287 10642 -28.22
4287 12883 -0.25
4287 13900 25.50
4287 16006 -19.16
4288 591 6.28
4288 1141 -40.03
4288 4439 3.61
4288 5665 45.31
4288 6205 13.73
4288 9031 14.18
4288 9903 46.32
4288 10478 -8.71
4288 11384 -25.66
4288 12592 30.86
4288 14545 -7.06
4289 2109 -38.02
4289 6596 44.79
4289 12512 12.20
4289 15033 -23.11
4289 19606 48.07
4290 88 12.30
4290 860 -28.88
4290 994 10.46
4290 4220 13.16
4290 6977 21.49
4290 9002 13.08
4290 9996 42.69
4290 12035 12.22
4290 15887 5.04
4290 16145 -18.84
4290 16547 -27.16
4290 17871 34.96
4291 4067 9.28
4291 4868 9.45
4291 6888 -27.50
4291 8533 9.57
4291 10347 20.33
4291 11842 -18.93
4291 13666 -27.90
4291 13750 -12.18
4291 14680 -41.24
4291 15157 -46.54
4291 18339 27.70
4291 18920 48.50
4292 798 16.19
4292 2332 -10.90
4292 3573 -36.40
4292 6253 -42.46
4292 7006 -9.68
4292 7086 -42.77
4292 7303 41.85
4292 9949 -17.80
4292 12915 -14.09
4293 437 -48.43
4293 2603 44.37
4293 3869 49.89
4293 4305 15.59
4293 15515 7.48
4293 17230 -41.86
4293 19583 -26.70
4294 4791 20.01
4294 5883 5.83
4294 7239 -35.39
4294 8025 -29.40
4294 14582 -6.94
4294 15103 10.81
4294 15903 -43.29
4294 19195 27.72
4295 582 -42.35
4295 4872 -2.08
4295 5160 0.57
4295 6327 -24.73
4295 12532 21.88
4295 15397 30.87
4295 17389 -16.35
4295 18389 11.13
4295 18897 3.23
4296 949 22.60
4296 1386 3.90
4296 7689 -45.61
4296 8127 41.30
4296 13053 31.69
4296 13070 -39.01
4296 13108 11.30
4296 13968 -17.93
4296 15007 31.72
4296 15282 44.88
4296 15614 -16.82
4296 18913 4.14
4297 1177 37.46
4297 2843 48.46
4297 5241 -46.82
4297 6154 -3.42
4297 7163 15.31
4297 9347 -42.85
4297 12215 19.01
4297 13587 0.34
4297 13710 -14.21
4297 18196 -28.38
4297 18983 49.57
4297 19314 -35.05
4298 1150 23.01
4298 1319 7.71
4298 2741 -8.07
4298 3267 13.77
4298 4056 10.78
4298 5359 21.23
4298 5473 41.87
4298 5667 16.15
4298 7620 -32.25
4298 8076 10.89
4298 9524 10.29
4298 10204 31.47
4298 10927 28.63
4298 12193 28.13
4298 13301 29.74
4298 18509 23.05
4299 4957 -42.76
4299 6610 4.15
4299 7319 -19.97
4299 12384 12.29
4299 12725 10.84
4299 13187 -15.37
4299 15575 3.85
4299 15685 -44.10
4299 17005 -44.71
4299 18158 -6.63
4299 18388 -7.85
4299 18735 16.24
4300 243 45.97
4300 4612 -49.54
4300 9052 47.51
4300 10087 -7.30
4300 10201 -10.70
4300 10811 -41.01
4300 11121 4.67
4300 12124 49.96
4300 12714 31.82
4300 13960 48.80
4300 15292 5.39
4300 16240 38.69
4300 16407 32.18
4300 17960 -31.16
4300 18615 3.88
4301 2367 49.02
4301 3433 9.49
4301 13128 12.59
4301 13511 -31.46
4301 14017 -2.60
4301 15958 -33.26
4301 17111 -40.32
4301 17792 -29.21
4301 18329 -38.09
4301 19127 25.53
4302 1310 -43.10
4302 3969 -44.15
4302 4673 45.20
4302 6768 -26.00
4302 7263 10.31
4302 7453 6.91
4302 11628 -43.74
4302 12891 15.18
4302 15240 5.69
4302 15715 41.18
4302 16275 -32.49
4302 18218 -23.26
4302 18535 42.66
4302 19243 -24.71
4303 1265 -9.02
4303 1754 20.44
4303 2009 35.34
4303 5682 -45.67
4303 8199 37.04
4303 9324 -49.50
4303 12286 -28.94
4303 15654 -9.19
4303 16151 -37.91
4303 18281 24.58
4304 284 -48.75
4304 584 -38.07
4304 1807 -26.63
4304 2022 48.97
4304 3346 -40.89
4304 3641 44.05
4304 4957 13.27
4304 5411 32.81
4304 8259 -33.31
4304 12622 -26.26
4304 13366 8.60
4304 18882 -7.36
4305 1988 0.67
4305 6625 -1.00
4305 6775 -35.67
4305 10174 42.27
4305 16604 1.15
4306 734 3.13
4306 1916 8.58
4306 2009 38.03
4306 3918 -42.51
4306 11961 -46.87
4306 16735 -34.74
4306 18360 -30.75
4307 1002 -16.52
4307 2624 3.69
4307 4723 30.70
4307 5201 -21.34
4307 8810 18.04
4307 10790 32.99
4307 16750 -25.27
4308 5458 -7.12
4308 9584 44.07
4308 9636 -38.29
4308 10631 5.91
4308 11976 -32.76
4308 12214 21.15
4308 13608 38.68
4308 14796 -15.98
4308 15320 -38.80
4308 16735 20.64
4308 16777 15.20
4309 62 -21.11
4309 4139 31.37
4309 4841 -28.25
4309 8559 7.48
4309 11363 -42.21
4309 12321 -8.84
4309 13047 -13.10
4309 13740 37.31
4309 14575 -18.05
4309 18095 21.92
4310 100 -33.23
4310 2466 -14.79
4310 2932 -8.49
4310 5636 -44.16
4310 8930 3.42
4310 9210 25.13
4310 9702 -16.81
4310 10824 -21.10
4310 11817 -27.98
4310 11986 19.78
4310 17283 -7.01
4310 17729 -22.14
4311 4207 -35.81
4311 4894 44.68
4311 5567 -2.02
4311 7417 -30.62
4311 7658 -20.52
4311 9662 22.05
4311 13623 -17.42
4311 15690 -48.64
4312 205 -33.63
4312 1899 -5.89
4312 4800 36.25
4312 8143 30.12
4312 8600 -6.15
4312 10595 18.31
4312 10606 -28.62
4312 11736 25.12
4312 13060 -25.42
4312 14610 -20.27
4312 15300 -3.81
4312 16181 -3.78
4312 16378 -3.07
4312 18704 -38.05
4313 4120 -11.64
4313 5054 -5.37
4313 7669 -24.06
4313 8573 29.40
4313 10333 -10.52
4313 10991 8.35
4313 11642 28.46
4313 13680 35.36
4313 14807 -0.49
4313 15561 -20.36
4313 15894 -9.78
4313 16528 15.97
4313 18712 43.42
4314 1261 29.42
4314 2295 1.08
4314 2740 -22.39
4314 3093 -15.46
4314 4933 -35.26
4314 7881 -35.86
4314 8187 29.26
4314 8347 -1.30
4314 9021 15.44
4314 9101 -38.61
4314 9968 -47.19
4314 10567 19.73
4314 11909 -2.24
4314 12218 -29.38
4314 18980 -35.21
4315 356 18.32
4315 2630 40.38
4315 3141 11.60
4315 12189 -34.20
4315 13520 10.60
4315 16830 38.09
4315 17542 -21.30
4316 3182 -41.52
4316 3320 -25.04
4316 4276 29.22
4316 8102 -5.33
4316 12022 0.47
4316 15883 -48.03
4316 16950 44.78
4317 798 42.31
4317 3906 26.75
4317 5680 33.59
4317 6751 8.81
4317 8759 49.38
4317 9516 -23.50
4317 14412 19.70
4317 15480 46.78
4317 15552 -45.53
4317 16693 -10.71
4317 16762 -3.27
4318 264 -7.11
4318 1240 15.19
4318 2747 40.68
4318 3410 22.92
4318 4073 -14.07
4318 6261 -2.48
4318 7282 40.43
4318 8296 -34.74
4318 9167 -18.56
4318 15294 25.66
4318 17708 35.57
4319 91 -44.23
4319 972 -3.31
4319 1109 17.37
4319 1458 42.67
4319 2863 33.68
4319 3591 33.08
4319 5963 0.77
4319 6929 29.67
4319 10142 -1.39
4319 16608 -28.47
4319 19575 8.15
4320 1095 -38.69
4320 1328 24.32
4320 2997 -6.31
4320 3251 -6.75
4320 4236 40.66
4320 5386 -42.75
4320 5429 -29.32
4320 9586 -49.31
4320 13710 -44.03
4320 14211 5.60
4320 14368 -20.76
4320 16723 17.54
4320 16831 24.70
4320 18731 -40.23
4320 19485 16.02
4321 1430 30.05
4321 2984 39.17
4321 4214 -6.34
4321 5062 -49.45
4321 5472 -28.49
4321 9228 -15.89
4321 9544 -27.76
4321 11370 -32.50
4321 14108 9.20
4321 15251 -39.71
4321 15828 27.56
4321 18417 -2.90
4321 19239 44.32
4322 916 14.76
4322 3443 38.60
4322 3881 8.55
4322 4439 8.29
4322 9777 6.19
4322 17662 -20.27
4322 19474 11.54
4323 1446 -41.69
4323 2163 -44.48
4323 4883 -22.46
4323 5683 -41.53
4323 6724 15.49
4323 7456 49.55
4323 12014 45.35
4323 14465 -22.41
4323 15127 -19.22
4323 16068 -12.72
4324 565 -23.28
4324 6670 -1.29
4324 8458 17.89
4324 10945 10.44
4324 11796 -2.93
4324 13280 -48.36
4324 13427 -21.11
4324 13950 25.12
4324 15335 45.94
4324 15766 28.15
4325 400 40.90
4325 628 25.83
4325 2896 9.40
4325 7994 34.51
4325 10476 -4.85
4325 10688 -49.08
4325 11580 -16.57
4325 18634 -9.63
4325 18728 24.89
4326 812 -25.45
4326 4900 7.54
4326 8523 -43.22
4326 12212 -24.42
4326 14494 22.08
4326 14777 -47.20
4326 15153 26.26
4326 18073 8.41
4326 18768 6.46
4327 5286 -26.24
4327 5578 35.14
4327 6587 -8.19
4327 11349 28.18
4327 15992 -45.91
4327 17316 -14.80
4327 19186 -41.52
4328 832 40.39
4328 1607 -24.75
4328 3085 -7.36
4328 8218 7.95
4328 10548 -31.95
4328 12157 -3.44
4328 14137 -31.66
4328 14351 2.28
4328 16137 -2.80
4328 18004 33.50
4329 200 21.53
4329 1415 28.07
4329 4518 -39.69
4329 8598 -48.48
4329 9049 15.69
4329 10392 -7.97
4329 13393 11.26
4329 13487 -36.34
4330 4542 -10.46
4330 16608 -32.06
4331 1034 30.03
4331 1084 -12.84
4331 1118 17.47
4331 5091 29.04
4331 5821 -32.00
4331 10490 12.89
4331 11495 18.59
4331 11941 6.22
4331 13666 34.82
4332 916 -6.09
4332 4166 -43.41
4332 7954 -38.48
4332 12682 3.37
4332 13069 -11.55
4332 13573 -35.16
4332 14466 6.70
4332 15894 -16.40
4332 16021 -14.61
4332 16169 -36.53
4332 18506 31.40
4332 19117 2.29
4333 746 -32.96
4333 3931 27.62
4333 5234 2.55
4333 5571 -2.72
4333 6899 46.32
4333 8294 0.04
4333 8493 35.98
4333 10598 38.68
4333 12951 11.39
4333 13907 -48.94
4333 15696 37.55
4333 16616 45.66
4333 17501 -0.84
4334 804 -6.29
4334 2277 7.81
4334 5909 49.70
4334 7197 29.81
4334 9658 48.61
4334 10332 -22.27
4334 15652 -20.81
4334 16470 -44.78
4334 19163 -17.87
4335 1593 -36.36
4335 3738 30.86
4335 4506 -6.84
4335 6417 43.37
4335 8378 -36.02
4335 13471 26.96
4335 15137 -21.70
4335 15438 -11.47
4335 17354 -19.03
4336 2603 18.29
4336 3427 -24.27
4336 4733 -1.94
4336 8082 43.67
4336 10274 47.54
4336 10471 -1.14
4336 15402 -4.80
4336 18702 -46.74
4337 79 44.53
4337 2833 -5.84
4337 4130 21.09
4337 5328 48.14
4337 6056 23.75
4337 8065 -17.26
4337 9779 -10.32
4337 10604 23.16
4337 13539 -45.05
4337 17781 32.68
4337 18587 -43.53
4337 19120 -48.98
4338 22 8.03
4338 2492 -3.52
4338 3762 -37.05
4338 4109 4.92
4338 5393 13.20
4338 5590 28.54
4338 8485 -19.02
4338 10102 -31.51
4338 11109 -29.19
4338 12864 7.39
4338 13339 18.20
4338 14482 45.61
4338 15429 22.91
4339 2194 0.18
4339 3638 -10.07
4339 3868 -7.57
4339 4926 -5.60
4339 6135 -3.58
4339 9449 49.88
4339 11233 -18.65
4339 12753 41.76
4339 15561 -20.58
4339 15773 37.06
4339 16856 -0.92
4339 17231 33.34
4340 4103 45.59
4340 8611 18.68
4340 9020 13.23
4340 9273 27.13
4340 16137 -42.47
4340 18491 -6.84
4340 18505 13.97
4341 2212 -47.69
4341 4902 16.30
4341 7264 25.36
4341 7271 39.77
4341 9489 -25.26
4341 9709 -25.96
4341 11103 3.75
4341 11165 -34.34
4341 11632 22.89
4341 12565 -22.13
4341 15246 39.94
4341 17629 9.32
4341 18436 -5.86
4342 1409 -20.17
4342 4449 15.19
4342 6167 39.44
4342 11943 13.93
4342 12138 21.44
4342 12864 17.28
4342 13504 47.28
4342 14579 -20.25
4343 3688 -28.07
4343 6472 -0.97
4343 7345 -8.15
4343 8824 -11.96
4343 10122 14.69
4343 12306 -33.60
4343 12323 -44.21
4343 14687 7.56
4343 17064 17.36
4343 17850 -49.91
4343 18135 17.22
4344 731 36.83
4344 4125 3.93
4344 6863 30.73
4344 7304 -37.63
4344 10571 31.71
4344 11522 -24.46
4344 12895 49.94
4344 16715 8.85
4344 17972 -8.90
4344 18319 26.47
4344 18395 46.19
4344 18645 27.47
4344 18879 38.27
4345 350 7.84
4345 1072 22.74
4345 2879 18.31
4345 6275 47.10
4345 6617 -32.52
4345 13316 18.16
4345 14488 -28.61
4346 1364 1.37
4346 1905 22.84
4346 2715 7.23
4346 6018 16.70
4346 6245 -39.39
4346 7497 38.43
4346 10499 -45.60
4346 12226 16.88
4346 14379 -28.46
4346 15688 5.69
4346 15963 1.20
4346 19501 -48.48
4347 4940 21.39
4347 7180 29.39
4347 8758 12.31
4347 11504 -33.74
4347 14203 -29.59
4347 15339 -8.15
4347 17324 -17.30
4348 8441 -6.98
4348 8838 6.98
4348 9843 36.42
4348 11175 37.47
4348 13417 22.88
4348 15411 35.87
4348 15554 -31.01
4348 18430 -21.91
4348 18648 -43.44
4349 975 -9.01
4349 1239 49.44
4349 1754 10.18
4349 2763 44.36
4349 11713 22.77
4349 12864 -44.57
4349 13409 15.09
4349 14899 42.98
4349 18915 48.36
4350 4095 -42.17
4350 4420 19.19
4350 4798 27.37
4350 9316 -26.03
4350 10035 2.58
4350 12975 -8.47
4350 13172 -6.14
4350 14024 33.83
4350 14403 -28.27
4350 16105 -23.04
4351 1398 -46.09
4351 1853 -49.32
4351 5006 -45.90
4351 6965 -33.52
4351 9125 3.12
4351 10570 6.80
4351 15820 -41.42
4351 16973 -47.02
4351 17148 5.47
4352 658 42.70
4352 2554 -36.87
4352 5927 -11.36
4352 9318 14.24
4352 11146 33.41
4352 11389 -12.24
4352 12352 33.96
4352 13168 20.58
4352 16735 -49.70
4352 18286 -34.40
4352 18463 40.48
4352 18663 -8.13
4353 883 -47.62
4353 3291 19.00
4353 3315 16.39
4353 7672 9.34
4353 7754 -30.83
4353 8070 41.90
4353 9560 45.27
4353 14964 35.64
4353 17043 -38.79
4353 17802 2.85
4353 19125 -1.17
4354 792 -25.43
4354 1872 -40.59
4354 2586 -14.57
4354 7277 28.69
4354 7408 -32.68
4354 9152 1.28
4354 9866 11.38
4354 11887 -18.56
4354 12232 -37.23
4354 17954 -29.61
4355 5859 3.05
4355 6412 -48.24
4355 6685 14.74
4355 8839 -0.69
4355 12761 49.11
4355 14438 5.94
4355 16520 -2.99
4355 16670 -31.97
4356 927 -26.22
4356 2618 -9.75
4356 3243 33.03
4356 3837 31.60
4356 5677 -49.18
4356 10685 32.34
4356 13749 5.54
4356 15044 47.44
4356 15578 -11.33
4356 18370 -26.32
4357 3222 -33.82
4357 7511 5.73
4357 7698 -8.12
4357 8223 -20.74
4357 8835 -16.76
4357 13075 -27.12
4357 14053 17.32
4357 16174 -30.48
4357 16862 -4.57
4358 1082 6.79
4358 2935 18.04
4358 3539 21.24
4358 5043 -49.95
4358 5530 26.94
4358 6145 36.79
4358 6849 -0.06
4358 8045 22.96
4358 14189 41.26
4358 19357 -32.44
4359 1321 29.41
4359 2464 2.09
4359 2651 -38.28
4359 5184 1.90
4359 5641 -28.23
4359 6356 34.79
4359 6772 7.94
4359 10963 -43.37
4359 15888 -28.30
4360 1284 -35.33
4360 1370 19.35
4360 1979 19.15
4360 2048 -29.07
4360 5619 6.07
4360 6978 -17.41
4360 10060 -2.56
4360 13956 -17.73
4360 13970 -0.95
4360 19458 48.01
4361 1080 -34.31
4361 1247 9.56
4361 1786 -2.41
4361 5065 15.41
4361 8784 -20.24
4361 10516 -31.26
4361 14930 40.06
4362 2402 48.36
4362 4437 14.09
4362 5924 2.90
4362 12506 -36.78
4362 15959 -6.65
4362 16179 36.81
4362 16653 -3.15
4362 18730 -26.19
4362 18884 -15.30
4363 1088 -5.16
4363 1537 -32.87
4363 3349 -45.64
4363 4598 -41.35
4363 5056 24.89
4363 6518 37.24
4363 7193 27.20
4363 7879 -47.08
4363 9986 29.67
4363 17834 -0.25
4364 167 -33.76
4364 477 10.59
4364 1698 -27.67
4364 3329 -46.75
4364 3606 -2.78
4364 6063 -10.68
4364 6163 -8.58
4364 8494 26.40
4364 9033 32.44
4364 11211 -8.45
4364 12271 -18.60
4364 12479 -21.43
4364 13088 12.22
4364 15232 39.26
4365 840 -17.91
4365 6360 -8.65
4365 6531 -4.77
4365 8324 -42.14
4365 8912 -21.05
4365 12578 19.05
4365 13787 -8.22
4365 15946 -12.54
4365 17798 -37.17
4366 4559 -20.54
4366 7107 -19.60
4366 7110 22.59
4366 8808 -29.63
4366 9946 -1.47
4366 10455 -41.25
4366 11492 38.48
4366 13216 37.07
4367 3209 -13.70
4367 4060 -10.67
4367 6444 -1.77
4367 6560 -11.32
4367 7553 -12.51
4367 9372 36.70
4367 9825 -48.91
4367 12043 6.16
4367 14738 11.93
4367 15091 -11.11
4367 16114 47.60
4367 19236 -8.77
4368 1504 -40.84
4368 4430 1.41
4368 7860 43.03
4368 8620 33.54
4368 10194 -41.56
4368 10414 10.68
4368 12283 -48.45
4368 13301 31.90
4368 14997 26.25
4368 15064 33.70
4369 396 48.81
4369 2740 11.39
4369 3020 37.02
4369 11610 -17.37
4370 1414 -35.92
4370 6590 14.14
4370 9794 -10.34
4370 10492 12.69
4370 13847 -27.46
4371 659 -22.12
4371 2412 -3.47
4371 7893 5.59
4371 8765 37.50
4371 18135 47.57
4372 89 -27.51
4372 5611 -35.49
4372 7294 44.52
4372 7376 47.23
4372 7653 -42.95
4372 7692 23.43
4372 9343 21.56
4372 10022 11.61
4372 10217 39.34
4372 12346 -13.53
4372 13319 -28.76
4372 16876 -17.42
4373 1140 1.66
4373 1701 4.82
4373 9072 12.49
4373 9210 18.41
4373 9256 32.95
4373 9276 42.56
4373 9682 1.70
4373 10359 -3.39
4373 11823 32.63
4373 12155 -5.53
4373 13879 -40.72
4373 14316 22.22
4373 14519 31.53
4373 14889 9.77
4374 265 26.60
4374 1085 7.27
4374 2601 7.54
4374 3516 -46.01
4374 4064 30.28
4374 4221 40.49
4374 4368 -48.14
4374 5630 22.10
4374 5776 -29.01
4374 9426 14.52
4374 9921 -15.68
4374 10132 34.53
4374 10633 -4.19
4374 11039 3.45
4374 11955 -13.46
4374 14199 21.37
4374 16111 10.05
4374 16892 -36.08
4374 17124 32.06
4374 18120 21.63
4375 4414 -38.14
4375 5055 -8.98
4375 7216 -28.69
4375 8786 -0.53
4375 11859 6.32
4375 12395 -29.30
4375 19238 35.52
4376 261 40.03
4376 1714 -17.55
4376 5274 10.55
4376 5651 42.11
4376 6410 31.79
4376 11888 -17.27
4376 13535 46.81
4376 17890 32.42
4377 1726 -30.81
4377 1981 -8.20
4377 2810 -34.73
4377 6259 33.71
4377 6871 -21.15
4377 8035 -43.65
4377 11300 22.16
4377 12029 -41.99
4377 15482 40.88
4377 18287 -3.43
4378 6746 0.83
4378 7135 35.59
4378 9568 -41.11
4378 9718 -36.49
4378 12052 11.47
4378 13482 34.58
4378 13772 -19.54
4378 15006 -2.81
4378 16452 -49.93
4378 16937 -43.20
4379 2163 27.61
4379 2551 -9.48
4379 3932 42.60
4379 4862 23.48
4379 5066 28.58
4379 7080 32.34
4379 8161 9.03
4379 10581 -19.74
4379 10610 30.85
4379 11201 -38.08
4379 13439 35.22
4379 16736 23.33
4380 761 17.21
4380 2672 35.27
4380 9314 -33.57
4380 14204 -0.89
4380 16589 -31.42
4380 16709 -22.99
4380 17171 -5.10
4380 17221 -37.52
4380 17957 -17.03
4381 1277 -26.48
4381 1779 -42.25
4381 2524 -39.22
4381 4727 13.51
4381 6297 12.21
4381 6558 48.41
4381 10500 -44.25
4381 10731 -13.14
4381 10956 -43.94
4381 11791 -34.30
4381 12069 43.60
4381 12280 42.05
4381 13659 -2.95
4381 16931 12.18
4381 17453 23.62
4382 193 -45.53
4382 5370 -21.83
4382 6752 34.20
4382 7729 15.82
4382 11108 -41.14
4382 12353 -5.02
4382 14274 20.51
4383 289 -35.61
4383 2417 -18.52
4383 3305 -44.90
4383 3598 -24.20
4383 5888 42.86
4383 8442 -3.63
4383 8781 15.59
4383 8906 -22.23
4383 10917 -35.30
4383 11085 26.15
4383 12056 24.58
4383 16186 -11.34
4383 16499 -17.98
4383 17594 37.35
4383 18387 -27.67
4383 19204 -47.90
4384 1851 36.41
4384 2419 -1.25
